,counts,words
613,1455,garlic
3062,1095,press
944,538,br
1145,510,one
2556,381,use
2046,360,clean
644,342,easy
3077,227,works
1116,225,cloves
2531,224,great
3024,218,well
298,215,cleaning
773,212,zyliss
1622,199,time
328,190,tool
475,187,best
2309,183,love
2189,167,presses
2226,166,used
277,164,little
1047,154,years
703,154,peel
1398,152,good
1287,148,get
3070,144,like
2002,133,cleaner
2914,128,bought
104,125,would
2803,122,clove
1903,121,really
535,118,much
50,113,even
2255,104,product
2686,103,hands
677,101,old
2439,99,holes
1876,97,easily
1484,95,using
1161,93,2
2865,91,handle
1343,91,comes
2798,91,need
3165,89,made
61,88,ever
2540,87,makes
218,85,better
1134,84,thing
2478,81,without
611,81,hand
1138,79,first
3152,79,buy
505,79,kitchen
1158,78,plastic
2021,75,also
1688,74,large
840,74,skin
1769,74,broke
2921,73,job
223,72,easier
2766,71,lot
68,71,never
1069,70,3
3161,70,squeeze
1053,69,still
2632,69,peeling
1895,65,hard
1753,64,two
3134,64,brush
755,64,recommend
58,61,new
1744,60,put
2213,60,34
27,59,every
1778,57,pressing
1395,57,susi
134,56,work
1936,56,dishwasher
1691,56,small
2287,56,bit
2421,51,nice
2750,51,quality
1572,49,enough
1337,49,many
2137,49,last
601,48,several
1442,48,model
1878,48,always
309,47,another
1136,46,think
2981,45,coating
2199,45,pressed
265,45,got
628,45,left
1230,44,price
2742,44,owned
2959,44,unpeeled
676,43,right
1908,43,since
2980,43,almost
1418,43,finish
370,43,strength
1699,42,design
2775,42,steel
984,41,reviews
3117,41,getting
3119,41,cleans
1814,41,tried
3002,41,gets
2432,41,ago
1097,41,year
747,39,way
2374,39,long
2040,38,sturdy
190,38,purchase
590,38,make
143,38,could
3004,38,difficult
2570,37,pretty
1856,37,actually
3140,37,stainless
2280,37,big
748,37,happy
2315,35,back
1629,35,fresh
2060,35,find
482,35,away
1795,35,purchased
1670,35,far
2953,34,waste
1984,34,part
414,34,cooking
878,33,item
1298,33,aluminum
2293,33,lost
1011,33,1
404,33,metal
411,32,came
2457,32,go
3176,32,piece
1723,32,strong
1614,32,5
498,32,however
3027,32,thought
9,32,worked
21,31,worth
1226,31,sure
94,31,highly
918,31,water
2203,31,larger
154,31,want
384,30,blue
141,30,plunger
1405,30,different
1333,30,come
2666,30,perfect
2488,30,try
1462,30,seems
127,30,hold
1260,30,cheap
714,30,months
1219,30,take
1749,30,takes
2059,30,fine
850,29,finally
1886,29,found
996,29,awesome
3061,29,know
2100,29,see
3154,28,brand
360,28,ginger
159,28,end
769,28,attached
387,28,though
1709,28,crush
768,27,inside
2496,27,smaller
1468,27,4
1474,27,around
211,27,fit
3175,27,problem
1153,27,size
1278,27,going
2636,26,fits
2808,26,able
976,26,effort
960,26,handles
2688,26,day
3106,26,pressure
146,26,give
1710,26,version
637,26,previous
124,26,excellent
2733,25,times
243,25,went
1163,25,bits
2588,25,drawer
2086,25,oxo
1519,25,knife
407,25,definitely
3131,25,included
2448,25,rinse
865,25,cook
91,24,fantastic
697,24,everything
1123,24,quite
2571,24,started
359,24,mine
2400,24,jumbo
2066,24,less
2053,24,hopper
532,24,three
1977,23,store
1206,23,say
916,23,peeled
2120,23,probably
2147,23,whole
3046,23,handy
2824,23,device
2281,23,couple
1261,23,mince
445,23,amazon
2193,23,solid
1275,23,behind
1697,23,past
718,22,plus
2873,22,ones
1970,22,least
2835,22,fact
2017,21,built
2023,21,useless
3169,21,wish
656,21,replace
377,21,recommended
2239,21,older
1957,21,done
680,21,people
250,21,skins
827,21,push
1475,21,read
1652,21,month
338,20,chef
1228,20,normal
2529,20,others
662,20,gift
2085,20,remove
1578,20,buying
3108,20,although
1446,20,money
2349,20,anything
1613,20,cleanup
1635,20,wife
1644,20,original
459,19,bad
1135,19,place
3058,19,crushed
945,19,extra
1437,19,breeze
1861,19,might
745,19,stuck
1864,19,food
1567,19,stars
2757,19,durable
1022,18,may
1951,18,feel
1472,18,grip
1026,18,designed
2158,18,simply
2606,18,pieces
2598,18,something
710,18,super
2776,18,loved
1485,18,disappointed
1358,18,ordered
1074,18,half
2231,18,uses
11,18,looking
244,18,side
2660,18,looks
1210,18,saw
877,17,leave
305,17,wash
2262,17,cut
3214,17,lasted
2761,17,perfectly
648,17,gave
469,17,decided
538,17,expected
544,17,life
54,17,fingers
938,17,usually
1227,16,pain
2903,16,mincing
2850,16,based
1577,16,trying
2384,16,link
688,16,multiple
1353,16,pop
1241,16,especially
2537,16,products
322,16,needed
300,16,already
1319,16,review
1159,16,anyone
156,16,keep
2783,16,loves
1768,16,stick
1913,16,issue
1535,16,ok
899,16,chopping
2251,16,things
2431,16,sides
2427,16,problems
2307,15,minced
2624,15,attachment
636,15,yet
2767,15,exactly
2191,15,look
1586,15,pulp
2468,15,squeezing
1741,15,family
990,15,making
534,15,quickly
1181,15,10
826,15,teeth
2968,15,harder
3180,15,pin
3064,15,crushes
1303,15,husband
2202,15,real
803,15,smell
1851,15,20
1538,15,favorite
2398,14,kuhn
908,14,peels
1986,14,believe
632,14,rikon
2652,14,holds
1888,14,heavy
1772,14,glad
231,14,break
3021,14,pampered
2536,14,leaving
1820,14,coming
1417,14,week
2155,14,simple
2459,14,seemed
801,14,test
882,14,quick
1971,14,paint
1528,14,broken
693,14,bottom
2871,14,overall
342,14,second
1732,14,amount
820,14,longer
2845,13,pleased
2058,13,stores
2722,13,completely
3202,13,star
76,13,dry
3080,13,replacement
2681,13,material
1630,13,brands
1034,13,maybe
1498,13,either
2402,13,similar
2458,13,issues
1735,13,pick
1154,13,given
2414,12,scrape
392,12,regular
1036,12,basket
3063,12,immediately
2482,12,putting
1540,12,chop
640,12,ease
177,12,mess
2560,12,next
130,12,must
2079,12,feels
1091,12,crushing
1051,12,nbsp
1059,12,amazing
2641,12,light
2602,12,bent
730,12,son
163,12,feature
947,12,prefer
1245,12,later
2009,12,juice
230,12,safe
1973,12,wonderful
454,12,nicely
2607,12,high
2793,12,comfortable
943,12,useful
1684,12,washing
2717,12,red
2036,11,nothing
2988,11,lightweight
2368,11,impressed
1212,11,efficient
825,11,daily
1862,11,someone
1617,11,trash
890,11,says
1755,11,6
635,11,yes
1806,11,rather
1989,11,kind
1239,11,america
605,11,fairly
985,11,flaking
481,11,lots
2313,11,absolutely
1866,11,gadget
2626,11,instead
506,11,received
1532,11,throw
810,11,update
720,11,slightly
762,11,true
1701,11,residue
2105,11,close
3192,11,compared
165,11,hot
39,11,force
198,11,order
320,11,top
3075,11,lose
479,10,said
2983,10,surface
2269,10,snap
2249,10,spend
2198,10,replaced
1322,10,reading
1891,10,weight
1129,10,care
806,10,picture
1147,10,fast
286,10,wanted
1758,10,flat
1152,10,open
126,10,hole
46,10,dish
1257,10,show
1164,10,friend
2938,10,otherwise
1184,10,15
2210,10,ready
2610,10,bend
2604,10,process
533,10,tiny
3110,10,snapped
2603,10,plate
658,10,apart
1452,10,flavor
2839,10,anyway
749,10,fork
2861,10,hope
2351,10,hinge
2859,10,local
1964,10,guess
2684,10,cutting
78,10,daughter
1624,9,gifts
998,9,heard
500,9,toothbrush
1291,9,cannot
1611,9,rubber
1966,9,leverage
1447,9,rest
2469,9,helps
82,9,leaves
2081,9,spikes
3038,9,advertised
1837,9,help
331,9,took
519,9,tough
1600,9,together
1174,9,short
3,9,saves
910,9,goes
1582,9,improved
1972,9,flimsy
679,9,deal
3087,9,home
1320,9,outside
1524,9,seconds
2383,9,properly
480,9,capacity
2668,9,outer
2826,9,class
364,9,seen
192,9,effective
2095,9,set
365,9,seem
2473,9,sent
3060,9,five
2312,9,often
2150,9,liked
964,9,thru
1893,9,house
625,9,mother
1482,9,mom
1422,8,running
299,8,chopped
3085,8,recommendation
2183,8,lives
866,8,trouble
1558,8,bristles
1775,8,squish
2012,8,cleaned
2077,8,grocery
112,8,tell
1924,8,reason
3156,8,construction
1496,8,chamber
2801,8,linked
2117,8,please
2078,8,cheaper
2438,8,required
2325,8,pros
1510,8,provided
2885,8,stuff
1745,8,href
1804,8,needs
1411,8,bowl
1290,8,truly
835,8,reviewers
1803,8,huge
3048,8,add
787,8,annoying
2336,8,run
2241,8,spent
2527,8,sink
334,8,wasted
954,8,working
1077,8,name
2718,8,utensil
1843,8,paper
2204,8,hoping
1028,8,data
2140,8,barely
2162,8,expensive
2996,8,parts
1863,8,return
1840,8,soon
502,8,wear
202,8,satisfied
2361,8,within
2166,8,due
458,8,twice
208,8,hook
2,8,saver
1067,8,non
449,8,dp
2965,8,unlike
179,8,arthritis
419,8,pops
5,7,four
1019,7,snaps
2815,7,unless
2248,7,swiss
1714,7,full
1071,7,sooner
1500,7,12782
187,7,law
2126,7,recently
2446,7,requires
3084,7,husk
3211,7,friends
345,7,matter
2526,7,let
1463,7,except
317,7,service
751,7,medium
2538,7,opinion
2271,7,remaining
1676,7,fan
646,7,save
2830,7,face
2037,7,extremely
1681,7,difference
1379,7,careful
620,7,dishes
619,7,kept
1386,7,squeezes
2387,7,line
193,7,appreciate
466,7,fair
462,7,require
1443,7,amazed
1807,7,breaking
278,7,free
2180,7,else
2878,7,smash
842,7,toothpick
2344,7,lasts
1842,7,held
924,7,change
923,7,appears
2749,7,noticed
1731,7,prior
1198,7,pre
1580,7,pull
1240,7,forever
373,7,thoroughly
1579,7,faster
542,7,threw
3200,7,junk
2947,7,decent
119,7,hurt
2214,7,anymore
48,7,fabulous
1150,7,impossible
1631,7,prongs
3073,7,sized
951,7,market
733,7,finely
586,7,thingy
238,7,meat
1626,7,peal
2289,7,helpful
133,7,wore
1404,7,worry
2394,7,us
576,7,allows
1536,7,oh
574,7,cons
1868,7,cooks
1279,7,black
101,7,unit
1056,6,thank
333,6,somewhat
1014,6,elephant
1784,6,compare
1361,6,considering
3094,6,literally
224,6,eventually
2253,6,ergonomic
3130,6,functional
1849,6,style
2731,6,recipes
2558,6,remains
813,6,fell
1292,6,nearly
3076,6,become
1929,6,imagine
2534,6,30
1155,6,arthritic
1244,6,average
921,6,along
2071,6,8
868,6,cool
1234,6,falls
2593,6,thin
966,6,today
1326,6,notice
779,6,toss
1118,6,earlier
1007,6,means
2243,6,person
2275,6,complaint
2274,6,bin
2710,6,ouml
2831,6,looked
2164,6,described
1345,6,duty
2662,6,mentioned
2713,6,performs
760,6,calphalon
761,6,removed
1102,6,description
150,6,gadgets
977,6,easiest
772,6,smashed
1610,6,storage
1773,6,none
2223,6,dozen
1531,6,leftover
367,6,relatively
1603,6,lifetime
516,6,asked
1996,6,supposed
513,6,china
2453,6,results
1618,6,poor
450,6,unfortunately
74,6,100
1991,6,gotten
2129,6,initially
73,6,sle
484,6,r
485,6,finger
624,6,materials
38,6,enjoy
2462,6,disposal
3218,6,understand
2360,6,garbage
2356,6,shiny
371,6,mostly
1559,6,removing
2484,6,entire
1564,6,start
1233,5,paid
774,5,attaches
1238,5,complaints
1165,5,gives
388,5,thrilled
2911,5,piston
1900,5,expect
389,5,mashed
1897,5,idea
1620,5,separate
1736,5,action
2207,5,disappointing
182,5,wrong
2175,5,lived
1132,5,honest
864,5,stays
111,5,type
1738,5,sticking
2385,5,newer
1255,5,rating
2128,5,missing
855,5,thingie
861,5,keeping
561,5,excited
3071,5,garlicky
1930,5,ask
32,5,cause
564,5,near
47,5,likely
2156,5,smashing
2157,5,whatever
1216,5,note
888,5,dries
2116,5,consuming
2601,5,tap
2568,5,popped
2567,5,sort
158,5,absolute
40,5,tired
545,5,quantities
898,5,cost
3095,5,avoid
1533,5,manufacturer
2258,5,reviewer
489,5,lazy
288,5,starts
809,5,felt
807,5,models
2919,5,joy
290,5,days
2264,5,hated
794,5,tip
1911,5,7
3167,5,places
1111,5,replacing
2675,5,2013
1108,5,space
2657,5,move
1682,5,securely
1450,5,tools
2659,5,including
2042,5,sometimes
2373,5,live
1874,5,bigger
987,5,inferior
228,5,rosle
2510,5,giving
195,5,keeps
1391,5,squeezed
2050,5,particularly
1786,5,pushes
1388,5,cast
2515,5,waiting
2667,5,superior
716,5,dinner
1385,5,single
2665,5,bunch
1016,5,flakes
2272,5,surprised
352,5,minus
215,5,expectations
1433,5,nonstick
221,5,weeks
1030,5,man
107,5,call
2033,5,charm
106,5,negative
3065,5,crusher
1889,5,everyone
2068,5,failed
750,5,head
2502,5,sturdier
2154,5,point
358,5,mind
2084,4,generally
197,4,operate
1079,4,drop
1865,4,sucker
1557,4,area
1678,4,fall
1236,4,importantly
2209,4,beautifully
446,4,despite
3125,4,warranty
430,4,became
1222,4,performance
3151,4,function
2944,4,yay
2194,4,straight
204,4,awful
220,4,condition
2950,4,b000063y8f
441,4,stop
1683,4,illustrated
2054,4,nubs
1909,4,research
1665,4,woman
167,4,toxic
1646,4,forget
2960,4,bulb
3129,4,previously
2650,4,lined
1605,4,fill
1606,4,tedious
3016,4,tighter
1643,4,starting
2380,4,elsewhere
178,4,pokey
1716,4,loose
3206,4,chance
2299,4,minces
2201,4,fun
962,4,opposed
235,4,silver
1112,4,seriously
259,4,washed
1653,4,debris
2608,4,effectively
530,4,basis
413,4,saying
529,4,tolerances
2642,4,counter
2987,4,swinging
1831,4,pleasure
1188,4,scraping
1832,4,dream
1728,4,experience
1725,4,ahead
912,4,falling
1590,4,gone
3099,4,convenient
1099,4,happen
142,4,root
1247,4,sale
2810,4,purchasing
651,4,skeptical
786,4,awhile
323,4,ton
1511,4,slice
789,4,constructed
2444,4,rigid
1381,4,case
2552,4,apply
2854,4,jar
2332,4,minimal
784,4,promised
638,4,adding
2809,4,mid
1963,4,passes
2806,4,soak
652,4,breaks
653,4,possible
1783,4,stubborn
123,4,arms
62,4,told
1327,4,screen
1293,4,lighter
2828,4,stronger
1792,4,pushed
1471,4,instructions
3185,4,utensils
1950,4,dont
3171,4,smooth
731,4,accommodate
3067,4,insert
2463,4,concerned
3069,4,necessary
1940,4,terrible
727,4,wasting
2184,4,cinch
2521,4,chose
3191,4,functions
316,4,rated
1787,4,stated
295,4,perforated
3166,4,tossed
2437,4,age
2119,4,various
2218,4,virtually
2784,4,lover
2583,4,customer
2501,4,picked
1928,4,members
83,4,changed
2485,4,magic
2863,4,regularly
1408,4,pay
1542,4,stand
2577,4,baby
49,4,scraped
3082,4,searching
2433,4,happier
2881,4,ended
1403,4,everyday
81,4,items
1427,4,totally
2115,4,wow
571,4,mistake
3162,4,eat
1534,4,comparison
2778,4,bother
52,4,hate
1813,4,okay
1815,4,petite
1445,4,clog
1537,4,ergonomically
1049,3,course
2522,3,exchange
2375,3,peeler
1655,3,children
2355,3,italian
1654,3,messy
1698,3,zero
2523,3,pushing
1700,3,pass
1464,3,improvement
2471,3,include
214,3,fix
1647,3,chinese
1771,3,known
2519,3,body
1409,3,granted
2124,3,available
2163,3,worthless
1393,3,aluminium
2508,3,power
1708,3,overload
2507,3,poke
1081,3,pealing
8,3,saved
1669,3,sitting
1711,3,learned
1690,3,epicurean
1667,3,returned
2122,3,numerous
2370,3,spending
1764,3,company
1458,3,death
1092,3,yeah
1396,3,rubbing
2474,3,uploaded
1064,3,decades
1439,3,puree
77,3,kids
2371,3,placing
3182,3,penny
2145,3,alot
1469,3,grating
2578,3,actual
1312,3,wonder
120,3,99
3195,3,40
1307,3,ends
1522,3,business
2561,3,doubt
161,3,complaining
1204,3,turned
3198,3,incredibly
3146,3,frustration
3147,3,biggest
3148,3,damn
1213,3,manufacturers
2574,3,improve
1225,3,begin
2286,3,damage
2417,3,points
1566,3,died
2579,3,dicing
2418,3,functionality
1231,3,knew
2581,3,adequate
1263,3,discovered
145,3,wand
2584,3,majority
135,3,worn
45,3,nail
1552,3,happening
1556,3,grater
1250,3,clearing
1183,3,12
2403,3,called
1179,3,boyfriend
1178,3,holder
1121,3,hull
1351,3,pot
1348,3,afterwards
3186,3,beats
1848,3,25
2465,3,send
70,3,met
1638,3,mash
1340,3,paring
2640,3,realized
3132,3,doesnt
2104,3,cleverly
1248,3,tooth
1332,3,comb
2638,3,efficiently
1499,3,fully
1501,3,reduced
1845,3,signs
1619,3,regardless
29,3,vast
2396,3,un
2452,3,scratch
2328,3,tends
2308,3,essential
1167,3,inefficient
2291,3,knock
31,3,skills
2443,3,leak
2621,3,six
3120,3,shipping
2677,3,dad
725,3,toothpicks
3089,3,happens
258,3,ha
729,3,build
2760,3,attach
891,3,regret
596,3,drawback
267,3,washes
884,3,guy
2906,3,tend
844,3,certainly
876,3,brother
875,3,dig
617,3,butter
2897,3,mincer
862,3,choice
860,3,recipe
1987,3,convinced
2923,3,key
3037,3,stored
575,3,priced
2932,3,admit
2057,3,carefully
965,3,prep
958,3,tightly
956,3,positive
2962,3,present
517,3,con
242,3,reasonable
2019,3,self
2018,3,depending
2090,3,switzerland
541,3,lovely
926,3,box
925,3,wait
2936,3,clogged
919,3,upgrade
853,3,marks
347,3,silly
497,3,weak
325,3,listen
2866,3,watching
687,3,hassle
2235,3,recent
781,3,sticky
1941,3,round
775,3,trim
700,3,christmas
704,3,disappeared
1983,3,luckily
766,3,versions
307,3,warped
3059,3,effortless
2840,3,longevity
1953,3,number
1954,3,fancy
312,3,flake
788,3,check
793,3,whereas
800,3,holding
3052,3,wet
643,3,board
2796,3,comfortably
828,3,serious
3081,3,smoothly
3078,3,soft
2883,3,married
823,3,assume
2070,3,removable
821,3,bullet
2232,3,user
2800,3,apparently
2804,3,afraid
671,3,night
339,3,target
805,3,realize
2726,3,backwards
368,3,forced
451,3,cleanly
427,3,enjoyed
486,3,hopefully
2989,3,bucks
2692,3,edit
3114,3,sister
2196,3,batch
217,3,writing
494,3,nature
2278,3,lacking
2041,3,clear
433,3,photo
2190,3,handling
3007,3,disagree
3013,3,frequently
415,3,bomb
236,3,bread
2970,3,value
972,3,tines
1005,3,fortunately
994,3,figure
2480,2,spoon
2324,2,shall
2884,2,calling
660,2,brought
416,2,overpriced
1623,2,includes
79,2,buckled
10,2,poorly
452,2,bar
3216,2,write
344,2,preparation
1707,2,brief
3050,2,crannies
448,2,tips
666,2,unnecessary
340,2,frankly
1976,2,compartment
1438,2,solve
2876,2,chips
1451,2,touch
1460,2,thinking
455,2,16
2182,2,pricey
357,2,modern
1480,2,grid
1479,2,quickness
1762,2,knows
71,2,batches
2895,2,operates
1661,2,removal
354,2,extracting
2986,2,vs
2470,2,dislike
634,2,thanks
1470,2,extensive
2479,2,engineered
350,2,feeling
3047,2,reasons
1466,2,lets
1663,2,14
1763,2,thus
1666,2,premium
647,2,expelled
649,2,usable
2229,2,moment
654,2,possibly
1766,2,tested
1677,2,dishwater
1429,2,complained
2486,2,stiff
1785,2,challenging
434,2,folks
95,2,sliced
1965,2,heads
96,2,pound
702,2,neatly
2358,2,misplaced
1693,2,quicker
705,2,discount
1390,2,slippery
707,2,losing
709,2,manufacturing
1387,2,trick
1383,2,sauce
84,2,reports
2514,2,consistently
713,2,dollars
1380,2,countless
3001,2,party
1958,2,soapy
1374,2,shopping
1789,2,accept
1371,2,women
2687,2,front
726,2,tastier
425,2,tempted
2524,2,punch
696,2,comments
2999,2,largest
1705,2,section
1967,2,gourmet
2489,2,depeel
1770,2,particular
2350,2,straightened
1974,2,passed
2363,2,masher
417,2,contacted
3051,2,voila
1425,2,intended
2993,2,vintage
332,2,digs
683,2,somehow
87,2,oozed
2995,2,member
88,2,settled
2867,2,beat
1416,2,pan
2499,2,cooksillustrated
3217,2,searched
2500,2,video
1685,2,rusting
438,2,predecessor
437,2,scrubbing
2320,2,delivered
2998,2,digging
327,2,fibrous
626,2,claims
2898,2,usefulness
3212,2,ghost
3208,2,kinda
3031,2,bending
2386,2,hopes
490,2,men
380,2,grips
3034,2,moments
35,2,convenience
1576,2,e
2413,2,amounts
375,2,metallic
2416,2,occasional
374,2,gripe
540,2,fry
2974,2,frustrating
1727,2,exceptionally
543,2,website
2946,2,addition
3199,2,clicks
1562,2,lol
547,2,lift
43,2,scrapes
2382,2,hoped
2015,2,ratings
552,2,regretted
2937,2,kinds
3019,2,center
3018,2,weld
3203,2,grandmother
525,2,trust
623,2,suffering
2966,2,plain
2389,2,considerable
3025,2,banging
1718,2,supposedly
1719,2,hours
26,2,presser
2967,2,align
2346,2,intense
1625,2,loading
504,2,picking
1627,2,important
2393,2,detachable
3028,2,position
22,2,updated
2020,2,silvery
30,2,school
2024,2,finding
3029,2,muscle
383,2,clunky
492,2,wears
1597,2,general
1596,2,deep
33,2,companies
1594,2,upscale
1593,2,certain
1592,2,taste
523,2,matte
559,2,pungent
44,2,scraper
2062,2,giant
2224,2,daughters
2913,2,email
2912,2,frustrated
1651,2,fingertips
472,2,escaping
3193,2,variety
2329,2,fragments
599,2,vegetable
2222,2,resulting
2909,2,closed
604,2,exertion
2907,2,favor
471,2,fail
2225,2,higher
1547,2,processor
2063,2,unusable
2064,2,anvil
470,2,result
1756,2,taken
3012,2,dust
3190,2,gizmo
2901,2,closer
2900,2,creating
2984,2,helped
1759,2,flaw
1990,2,b
1760,2,wrapper
1650,2,lack
2916,2,rinses
1997,2,wastage
1517,2,provides
562,2,lesser
1642,2,deluxe
1543,2,neighbor
567,2,cracked
568,2,trimming
2931,2,etc
2930,2,agree
2006,2,juicy
2215,2,fibers
2035,2,eaten
18,2,whatsoever
3197,2,crummy
2188,2,extracted
2435,2,practically
55,2,supplied
1746,2,chunks
3014,2,ikea
1526,2,chefs
2378,2,wonderfully
1523,2,asap
585,2,grown
588,2,perform
3196,2,book
589,2,pry
1747,2,pulls
1790,2,atk
1037,2,title
310,2,robust
3136,2,utility
1172,2,broadcast
927,2,boy
3143,2,spots
1839,2,sooo
2744,2,straining
2628,2,contraption
1902,2,beyond
2159,2,likes
931,2,cream
170,2,pizza
2741,2,powerful
1901,2,operation
934,2,accomplished
3137,2,squishing
2267,2,parents
1836,2,remnants
1898,2,accidentally
940,2,nylon
1148,2,directly
1896,2,reduce
942,2,italiana
3104,2,slight
3105,2,ensures
1143,2,xl
1142,2,saving
3107,2,host
240,2,torque
1137,2,waited
183,2,mesh
949,2,1st
3101,2,pepper
3144,2,awkwardly
953,2,handled
1201,2,sam
2596,2,didnt
1220,2,online
2768,2,slides
1215,2,aside
1827,2,anytime
2765,2,stomach
2764,2,shell
1828,2,generic
3091,2,aesthetically
892,2,boards
2763,2,low
1915,2,fiber
1914,2,occurs
901,2,eating
164,2,machine
1833,2,playing
2173,2,firm
2609,2,pulling
1910,2,health
2611,2,slip
3177,2,minutes
1192,2,future
2088,2,common
2614,2,junctions
1189,2,gotta
255,2,extract
2615,2,practical
2616,2,clogs
3098,2,tucks
914,2,filled
950,2,rarely
1131,2,standby
2594,2,meet
2679,2,designs
1875,2,sucked
3116,2,carried
3126,2,individually
200,2,decide
2672,2,covered
1012,2,till
1873,2,complain
1871,2,walls
1068,2,tucked
2696,2,spikey
1025,2,produce
1063,2,main
422,2,poison
1061,2,policy
1057,2,interesting
1008,2,poking
1029,2,grow
2680,2,greater
1054,2,splurge
1031,2,stress
1052,2,cold
207,2,satisfies
1032,2,remember
2691,2,toes
2682,2,mention
2167,2,dug
1044,2,indeed
2685,2,nibs
210,2,manageable
1041,2,cute
1078,2,corners
1859,2,nifty
957,2,pusher
2655,2,produces
1127,2,besides
2643,2,lines
237,2,ingested
1892,2,generation
2646,2,scoop
1890,2,bends
2647,2,honestly
2648,2,allow
2725,2,afterward
189,2,types
973,2,scratches
2721,2,hype
1110,2,increase
978,2,fly
1105,2,container
1082,2,crushers
1854,2,28
2720,2,promptly
980,2,unbiased
1100,2,morning
982,2,orion
2093,2,bulky
2094,2,bars
2715,2,obsessive
2712,2,unpressed
1857,2,late
1884,2,stopped
1089,2,eh
1087,2,em
1084,2,entirely
2595,2,mabob
1193,2,knives
1297,2,swivels
1276,2,texture
1934,2,squishes
1933,2,loads
822,2,potato
824,2,salt
2176,2,buck
3159,2,grate
1801,2,firmly
1281,2,stain
2572,2,becomes
132,2,word
1277,2,grated
296,2,arrived
1341,2,disappointment
297,2,onto
2545,2,manage
830,2,basically
2575,2,sore
2795,2,recessed
2794,2,tonight
1932,2,beginning
3168,2,whether
1798,2,lacks
838,2,snip
1797,2,sharp
2802,2,misaligned
1812,2,plant
1295,2,prime
1296,2,regarding
1317,2,ways
2813,2,concerns
2814,2,soap
1321,2,nooks
2816,2,alton
2811,2,arm
2555,2,staple
1935,2,thrown
1323,2,across
1310,2,anyways
1809,2,occasionally
2805,2,angle
2306,2,stylish
121,2,glass
808,2,surprise
122,2,warm
2562,2,gumpaste
1324,2,oversized
1301,2,worried
2252,2,chore
293,2,heck
1299,2,hinges
151,2,foods
2788,2,rate
3163,2,partially
2353,2,range
2843,2,fear
1920,2,upon
2113,2,visiting
2587,2,salad
1254,2,shop
3155,2,volume
1252,2,wine
1822,2,refuse
871,2,impressive
308,2,downside
2256,2,shape
1921,2,horse
1249,2,messier
857,2,brown
869,2,mashing
858,2,consequently
2257,2,world
1352,2,period
1235,2,12040
1242,2,flawlessly
874,2,cleaners
734,2,wrap
99,2,glance
2245,2,edge
149,2,swivel
1926,2,alzheimer
2259,2,alternative
756,2,removes
732,2,rendering
1947,2,fallen
2782,2,frugal
1359,2,consider
274,2,personal
1232,2,compress
2348,1,sharper
2270,1,guarantees
2283,1,game
2321,1,reruns
2168,1,reduction
2152,1,consume
2144,1,improves
2240,1,docked
2234,1,infused
2352,1,deserves
2153,1,pendulum
2181,1,anthony
2277,1,complains
2238,1,task
2314,1,magnificent
2316,1,experienced
2142,1,thos
2246,1,sneered
2279,1,loss
2178,1,crack
2236,1,dark
2284,1,underachieving
2165,1,create
2310,1,clipping
2317,1,pricing
2244,1,solids
2195,1,stabilized
2276,1,vendor
2197,1,corrode
2179,1,convert
2318,1,trendy
2169,1,meridith
2273,1,defiantly
2319,1,candle
2143,1,sensitive
2177,1,flavorful
2237,1,lower
